,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
165,240.0,317.887,44.968,30.23,217.072,37.397,84.64,10.38,220.0,318.119,44.699,29.59,214.094,36.693,82.56,10.25,0.5702560228202885,0.3148275291066742
166,243.0,85.523,52.509,246.84,258.138,36.647,45.12,7.58,226.0,85.458,53.017,246.9,255.27,36.171,45.92,7.65,0.5110470123031701,0.5106289423030103
167,244.0,281.842,65.301,104.06,31.344,39.547,106.1,11.62,222.0,281.832,64.812,103.87,28.269,38.098,103.8,11.5,0.5262350591981718,0.489084056205664
168,245.0,241.734,80.353,137.39,160.326,38.614,98.88,11.22,223.0,241.74,79.857,137.62,157.383,37.626,95.68,11.04,0.5471982802327405,0.496035217176338
169,246.0,200.245,45.021,187.58,116.705,39.485,136.5,13.18,227.0,199.848,44.622,188.26,113.596,38.319,133.8,13.05,0.6294737143018599,0.4873531066893305
170,249.0,259.683,37.208,115.86,204.887,38.603,90.4,10.73,228.0,259.656,36.684,115.87,201.922,37.714,89.92,10.7,0.5243790837228849,0.5242512358945106
171,250.0,286.502,89.328,89.74,227.297,35.785,12.48,3.99,230.0,286.127,88.897,89.38,224.122,35.059,13.12,4.09,0.6783556228591386,0.5712719128817503
172,255.0,196.893,31.15,184.52,72.893,36.389,11.68,3.86,234.0,196.06,30.924,185.4,69.836,35.194,10.56,3.67,0.5130016526189023,0.4853154608823494
173,256.0,64.908,7.704,273.4,279.525,45.275,317.8,20.11,236.0,66.284,8.136,271.95,276.609,44.843,314.4,20.01,0.4797212916911724,0.4717453606744982
174,257.0,222.884,59.677,163.87,313.064,43.617,113.4,12.02,242.0,222.746,59.314,164.24,309.794,43.264,99.36,11.25,0.48567027333652724,0.38197637450232075
175,260.0,247.405,46.726,131.83,35.714,36.59,3.36,2.07,233.0,247.287,45.737,132.03,32.495,35.048,3.36,2.07,0.9996963663322652,0.9926638447602758
176,261.0,242.709,73.415,97.32,96.535,40.032,60.32,8.76,239.0,242.641,72.917,97.52,93.596,38.872,58.4,8.62,0.5336202531500093,0.5022351640858888
177,262.0,102.238,7.67,234.82,168.641,45.235,222.1,16.82,240.0,101.31,8.197,235.71,165.657,44.149,217.3,16.63,0.5431069142601834,0.5423252506172699
178,264.0,197.604,46.557,179.25,222.25,45.923,189.0,15.51,241.0,197.282,46.208,179.73,219.341,45.083,185.1,15.35,0.4925847776924795,0.4196941086853278
179,267.0,206.208,32.951,149.96,18.376,37.747,7.84,3.16,237.0,205.174,32.472,151.09,15.148,36.183,7.36,3.06,0.7805413919243559,0.7359745492432255
180,268.0,270.029,81.857,73.4,42.56,36.72,0.8,1.01,243.0,270.013,81.21,73.39,39.4,35.6,0.64,0.9,0.6473114477782955,0.6471935165377003
181,269.0,196.481,41.954,191.94,147.879,40.998,80.96,10.15,227.0,199.848,44.622,188.26,113.596,38.319,133.8,13.05,3.7350734422238747,3.5274632337085454
182,270.0,255.966,74.809,124.05,2.188,42.638,44.16,7.5,267.0,255.782,74.2,124.06,1.02,41.249,14.24,4.26,0.635494702494525,0.634287104723849
183,271.0,244.5,63.033,140.14,51.2,37.0,0.32,0.64,246.0,244.127,62.161,140.69,47.733,35.867,0.48,0.78,1.0065598672778493,0.9327582042664169
184,272.0,295.007,21.994,58.83,74.8,37.2,0.8,1.01,250.0,295.951,21.865,57.31,71.52,36.32,0.8,1.01,0.7456888710081109,0.37540649333154896
185,273.0,119.261,89.247,235.51,233.9,47.936,196.3,15.81,196.0,295.386,89.46,63.86,213.306,30.24,43.52,7.44,4.1321293412641085,4.084946117901637
186,276.0,315.964,29.377,27.75,105.009,41.337,49.92,7.97,251.0,316.726,29.013,26.81,102.008,40.18,48.48,7.86,0.5883499279111029,0.5202343003273228
187,277.0,297.812,69.079,41.72,197.285,40.296,25.76,5.73,256.0,297.855,68.593,41.38,194.301,39.269,25.12,5.66,0.5857367051613025,0.48765148499196664
188,278.0,294.517,83.467,59.47,303.501,45.637,185.0,15.35,260.0,294.408,83.074,59.4,300.631,45.178,184.5,15.33,0.41595448640158994,0.40763562955596
189,279.0,210.234,22.708,130.27,46.812,42.758,144.8,13.58,249.0,209.306,22.279,131.33,43.845,41.379,144.2,13.55,0.5925528247232598,0.5568448234060286
190,280.0,227.182,71.925,116.68,75.992,41.462,49.92,7.97,254.0,227.059,71.446,117.15,73.045,40.041,45.12,7.58,0.655085380685146,0.4930274061243369
191,284.0,79.715,60.47,281.75,252.002,45.745,164.6,14.48,265.0,79.642,61.107,281.8,249.198,45.157,163.7,14.44,0.6403399458898787,0.6401786220723013
192,285.0,251.622,58.011,132.91,264.55,42.441,87.84,10.58,266.0,251.686,57.613,132.84,261.664,42.122,85.76,10.45,0.4032703441653844,0.4016685938448921
193,287.0,85.656,83.17,254.11,20.4,38.8,0.8,1.01,259.0,85.622,84.687,254.68,17.2,37.2,0.8,1.01,1.6196376752269799,1.5173766831539661
194,288.0,85.671,83.508,254.52,23.15,39.417,3.84,2.21,259.0,85.622,84.687,254.68,17.2,37.2,0.8,1.01,1.190138023272123,1.180007000977726
195,289.0,265.307,61.146,113.8,37.841,41.217,14.88,4.35,253.0,265.402,60.484,113.72,34.809,39.591,13.76,4.19,0.6680245453217489,0.6671752767911676
196,290.0,41.463,20.878,328.84,56.121,40.327,5.28,2.59,268.0,42.619,21.231,327.43,52.952,38.91,4.64,2.43,0.6377586432699143,0.545037771187852
197,293.0,260.201,51.457,73.71,8.063,41.897,22.4,5.34,261.0,260.268,50.915,73.54,5.034,40.26,22.4,5.34,0.5593516992245899,0.5445083490658411
198,295.0,109.599,52.592,276.74,63.636,43.463,73.28,9.66,269.0,109.281,53.166,277.07,60.587,42.046,71.52,9.54,0.6425222936785357,0.6275092387004748
199,296.0,15.395,25.184,337.53,235.733,39.467,0.96,1.11,272.0,16.09,25.807,336.74,232.8,38.667,0.96,1.11,0.7099794113988634,0.6910932432948533
200,297.0,15.493,25.719,337.43,237.64,39.68,1.6,1.43,272.0,16.09,25.807,336.74,232.8,38.667,0.96,1.11,0.31350267502664164,0.27400038491166007
201,298.0,210.655,50.51,136.9,123.912,44.846,60.32,8.76,273.0,210.461,49.904,137.36,120.846,43.737,61.12,8.82,0.7086882242777269,0.6240632057381367
202,299.0,65.083,23.911,295.4,16.417,52.287,334.7,20.64,274.0,65.18,24.376,295.26,13.291,50.629,331.0,20.53,0.469520630842964,0.4666893923537169
203,300.0,27.558,4.001,320.21,24.564,44.332,61.76,8.87,275.0,33.265,4.258,314.42,21.591,42.897,61.6,8.86,0.494167029069888,0.48439720159645727
204,302.0,304.707,76.268,61.26,188.378,45.465,84.64,10.38,278.0,304.651,75.894,60.89,185.349,44.41,84.32,10.36,0.5384049585037888,0.3779292595353232
205,303.0,80.905,52.211,303.67,56.954,42.533,6.24,2.82,277.0,81.004,52.707,303.46,53.826,41.18,6.24,2.82,0.5240044638970536,0.502173236776534
206,304.0,48.782,79.719,311.12,69.863,45.41,33.28,6.51,279.0,48.865,80.168,310.78,66.826,44.068,34.08,6.59,0.560565624519277,0.4563769319831855
207,305.0,243.933,41.668,99.09,211.548,45.29,48.48,7.86,282.0,243.929,41.064,99.11,208.605,44.438,49.28,7.92,0.6042449131374513,0.604005784409413
208,306.0,229.118,45.995,118.69,84.209,46.888,98.72,11.21,280.0,228.784,45.469,119.15,81.09,45.543,97.44,11.14,0.6207595990937714,0.5778212848995906
209,307.0,306.409,54.924,37.64,154.51,48.12,121.9,12.46,281.0,306.636,54.539,37.18,151.467,46.919,120.2,12.37,0.5392277218438806,0.4272866054815246
210,308.0,310.769,87.682,54.86,199.084,50.099,239.2,17.45,286.0,310.627,87.345,54.48,196.108,49.055,234.4,17.28,0.5318030263662625,0.36564325447206875
211,309.0,298.036,75.045,33.56,180.276,44.9,31.36,6.32,285.0,297.995,74.601,33.3,177.202,43.891,31.2,6.3,0.5215345419262785,0.445759772079701
212,312.0,252.373,73.286,131.06,100.255,48.485,99.52,11.26,287.0,252.328,72.811,131.19,97.255,47.107,97.44,11.14,0.49105865682379884,0.47694637464857464
213,317.0,133.242,39.257,231.33,92.038,49.491,61.44,8.84,291.0,132.555,39.548,232.08,89.016,48.079,59.52,8.71,0.5682172105902376,0.524257397486528
214,318.0,239.913,20.685,116.18,56.742,47.353,33.92,6.57,293.0,238.976,20.173,117.13,53.712,45.933,33.28,6.51,0.6117714717895184,0.6075292127154107
215,319.0,219.941,62.218,151.36,112.91,47.972,83.52,10.31,292.0,219.873,61.822,151.77,109.856,46.651,80.96,10.15,0.5507982369618968,0.40052735887524316
216,320.0,331.601,49.583,55.9,292.884,50.0,93.44,10.91,300.0,331.826,49.272,55.36,290.013,49.49,93.6,10.92,0.5299954603414703,0.3548657761463113
217,321.0,155.008,55.545,223.07,4.045,54.937,144.6,13.57,297.0,154.451,55.437,223.55,2.453,52.578,90.08,10.71,0.4993732094513885,0.4715230280331974
218,322.0,52.957,66.349,304.72,38.964,48.551,46.08,7.66,298.0,53.1,66.693,304.39,35.936,46.996,45.28,7.59,0.4583473528057883,0.3681562025440409
219,323.0,14.475,20.325,351.06,76.273,48.167,38.24,6.98,295.0,15.716,20.518,349.66,73.245,46.65,38.4,6.99,0.5300029235579576,0.47406748333748233
220,324.0,198.443,55.91,150.5,132.554,50.05,102.1,11.4,302.0,198.048,55.636,151.14,129.575,48.844,100.0,11.28,0.5969188880015648,0.4263071931184349
221,325.0,94.003,83.382,250.33,32.233,49.427,46.88,7.73,263.0,85.545,84.068,254.64,20.211,37.811,3.04,1.97,9.087414851401052,8.435123786112275
222,326.0,111.44,39.073,264.14,143.84,49.702,47.68,7.79,304.0,111.118,39.578,264.52,140.827,48.445,48.32,7.84,0.5601798423457013,0.5446684745635727
223,328.0,36.576,18.937,301.92,263.668,49.894,75.2,9.79,308.0,37.708,19.346,300.74,260.806,49.46,72.8,9.63,0.5632648872930847,0.5523046339048203
224,330.0,124.443,87.19,243.05,49.506,49.212,32.16,6.4,305.0,124.471,87.644,243.41,46.499,47.738,29.6,6.14,0.5808681950057891,0.4548608617787546
225,332.0,105.031,64.209,234.4,176.619,55.697,220.0,16.74,307.0,104.902,64.676,234.58,173.697,54.491,216.2,16.59,0.4970861808375813,0.48128229108095605
226,334.0,162.833,19.169,191.48,63.04,48.293,2.4,1.75,309.0,160.415,19.57,193.96,60.182,46.873,1.76,1.5,0.9183137163114625,0.8965354397210229
227,335.0,116.86,39.556,271.64,70.609,53.14,93.28,10.9,312.0,116.394,39.949,272.09,67.582,51.611,90.24,10.72,0.5016589515264179,0.4932011765332256
228,336.0,232.061,12.13,110.82,61.821,55.63,122.4,12.48,311.0,230.418,11.691,112.5,58.859,54.039,120.6,12.39,0.5593665700587741,0.5546671992523783
229,340.0,131.125,18.777,252.8,124.285,57.774,216.6,16.61,314.0,129.752,19.161,254.18,121.301,56.341,210.6,16.37,0.5943599568482976,0.588739183076091
230,341.0,169.252,50.021,192.23,211.65,56.118,140.6,13.38,317.0,168.686,49.826,193.0,208.733,55.025,137.3,13.22,0.6245851539554846,0.47496851221777936
231,342.0,110.705,31.414,264.49,244.206,57.53,181.4,15.2,318.0,109.755,31.868,265.37,241.394,56.628,177.4,15.03,0.6778926742945242,0.6741427685479208
232,345.0,344.481,36.414,38.23,108.322,56.475,153.3,13.97,321.0,345.202,36.203,37.36,105.302,55.038,150.7,13.85,0.5570434544239451,0.47621985442054876
233,346.0,311.864,73.814,28.04,42.78,58.583,216.6,16.61,320.0,311.798,73.324,27.6,39.816,56.896,212.0,16.43,0.6741538096264283,0.4940723079133801
234,348.0,308.479,23.025,72.82,267.656,55.758,92.0,10.82,325.0,309.305,22.643,71.85,264.833,55.181,88.96,10.64,0.5405803926303827,0.4986595554321785
235,350.0,285.99,70.128,85.96,53.493,56.931,87.52,10.56,323.0,286.019,69.533,85.76,50.538,55.285,84.8,10.39,0.6251927309806429,0.5956223698572134
236,352.0,83.815,76.925,305.19,185.533,52.233,3.84,2.21,328.0,83.805,77.562,305.18,182.62,51.06,3.2,2.02,0.637191619359519,0.637074660654565
237,355.0,262.858,15.443,107.2,49.231,51.846,2.08,1.63,324.0,262.583,14.82,107.38,46.133,50.244,2.88,1.91,0.6329177382504393,0.6271203232832134
238,356.0,72.673,85.635,270.59,148.696,55.947,63.36,8.98,332.0,72.77,86.183,270.51,145.821,54.736,61.76,8.87,0.5612536548281216,0.5564755523664863
239,357.0,148.41,12.527,230.16,83.581,57.645,166.2,14.55,327.0,145.972,12.801,232.61,80.577,56.105,162.9,14.4,0.6047842308879738,0.6005682780598156
240,358.0,262.343,49.951,100.4,313.65,54.466,34.88,6.66,340.0,262.241,49.56,100.54,310.407,53.873,28.64,6.04,0.4055041755829329,0.3986759183785724
241,360.0,85.633,56.276,263.71,29.807,57.552,85.28,10.42,326.0,85.81,56.764,263.51,26.79,55.832,85.12,10.41,0.5200152891738034,0.5098419979442287
242,362.0,140.58,28.642,230.79,137.816,60.496,167.7,14.61,334.0,139.601,28.904,231.78,134.927,59.039,164.2,14.46,0.5550534648150858,0.5391620327379963
243,363.0,256.139,70.535,115.27,229.429,57.734,58.88,8.66,335.0,256.11,70.024,115.46,226.611,56.807,58.24,8.61,0.5425340915733361,0.5117286747348706
244,364.0,95.249,23.838,256.9,190.211,62.744,227.8,17.03,339.0,95.067,24.348,257.06,187.331,61.417,223.8,16.88,0.5154193105232696,0.5153826594172219
245,365.0,220.262,46.499,122.17,254.408,59.716,134.2,13.07,342.0,219.95,45.751,122.45,251.557,58.932,131.2,12.92,0.7836761571647712,0.7810787942500652
246,367.0,74.44,3.829,290.36,95.28,58.772,78.4,9.99,338.0,75.468,4.427,289.25,92.291,57.175,78.24,9.98,0.6084548250315597,0.6025373361431916
247,368.0,309.303,59.187,76.89,158.179,57.614,88.32,10.6,341.0,309.438,58.702,76.45,155.35,56.285,86.88,10.52,0.6210985042925801,0.4985978297555577
248,371.0,93.371,20.198,245.18,285.435,54.212,5.44,2.63,345.0,92.384,20.497,246.31,282.577,53.671,5.44,2.63,0.49902622813038405,0.45516331240766217
249,372.0,342.388,31.967,3.09,298.893,55.282,29.6,6.14,347.0,343.12,31.73,2.18,296.031,54.748,27.04,5.87,0.537048168734465,0.45316774456417747
250,373.0,196.214,60.245,160.25,303.733,53.733,0.48,0.78,350.0,196.333,59.652,159.89,300.8,53.4,0.32,0.64,0.6726825494969524,0.601879165846529
251,374.0,320.596,55.719,63.05,309.054,62.78,190.9,15.59,353.0,320.74,55.302,62.55,306.04,61.866,179.8,15.13,0.6025635128323834,0.4335619375755916
252,376.0,122.002,58.815,217.81,294.086,54.543,2.24,1.69,352.0,121.609,59.015,218.4,291.067,54.16,2.4,1.75,0.5505580497646525,0.39150527335291146
253,377.0,231.554,41.121,131.84,221.869,63.425,207.8,16.27,348.0,231.187,40.542,132.29,218.96,62.221,203.5,16.1,0.6500069214466317,0.6267521845639085
254,379.0,204.315,56.502,180.12,287.925,63.54,319.5,20.17,351.0,204.101,56.064,180.69,285.124,62.9,316.6,20.08,0.6535423036210823,0.4727881940209295
255,385.0,285.686,89.143,90.21,166.824,61.424,68.16,9.32,354.0,285.591,88.65,89.97,163.952,60.054,67.2,9.25,0.5572717172631044,0.502066327280864
256,386.0,103.969,47.194,266.38,273.187,63.754,155.2,14.06,356.0,103.623,47.729,266.76,270.394,62.991,152.0,13.91,0.6103726416989773,0.5926365422367431
257,387.0,211.342,70.027,128.91,302.45,58.05,3.84,2.21,355.0,211.353,69.678,129.34,299.683,57.048,4.64,2.43,0.5568481094868937,0.3491527522240533
258,390.0,320.601,55.673,63.1,300.933,59.931,13.92,4.21,353.0,320.74,55.302,62.55,306.04,61.866,179.8,15.13,0.6105977571522183,0.3882775619510602
259,394.0,64.129,20.294,303.33,201.504,63.692,96.64,11.09,359.0,64.526,20.812,302.84,198.656,62.39,94.4,10.96,0.5493026871402,0.5364202781241832
260,398.0,326.015,9.262,27.84,71.546,62.465,82.24,10.23,361.0,329.125,8.999,24.67,68.529,60.692,79.68,10.07,0.5678776084850287,0.5591144932656663
261,401.0,208.007,66.707,127.51,315.933,59.317,3.84,2.21,355.0,211.353,69.678,129.34,299.683,57.048,4.64,2.43,5.283680490138062,4.2981297436058
262,402.0,56.324,87.446,292.25,103.67,65.415,114.2,12.06,366.0,56.432,87.89,292.03,100.707,63.793,111.0,11.89,0.5052386554899257,0.4569251905677716
263,404.0,251.312,76.089,110.62,262.379,64.33,69.28,9.39,335.0,256.11,70.024,115.46,226.611,56.807,58.24,8.61,9.834446229410998,7.604186509818279
264,405.0,94.553,13.586,238.32,234.915,63.812,54.72,8.35,369.0,94.351,14.213,238.35,232.066,62.718,53.92,8.29,0.6504363273139587,0.6288739428147672
265,407.0,257.479,52.418,115.97,146.106,67.842,188.6,15.5,372.0,257.422,51.831,116.01,143.121,66.351,188.0,15.47,0.588743020021217,0.588721749758273
266,409.0,174.197,53.266,180.44,20.587,68.511,253.4,17.96,370.0,173.67,53.116,181.13,17.557,66.582,247.4,17.75,0.5835999681105638,0.4478047896110218
267,410.0,233.532,56.129,120.49,119.159,63.824,40.32,7.16,371.0,233.449,55.619,120.65,116.279,62.34,39.2,7.06,0.5269612726101551,0.5146073250931305
268,413.0,211.312,69.712,129.72,302.0,61.6,0.48,0.78,355.0,211.353,69.678,129.34,299.683,57.048,4.64,2.43,0.36935609504025724,0.05132808188524378
269,414.0,228.867,59.588,133.09,34.886,67.986,93.6,10.92,375.0,228.654,59.07,133.55,31.944,66.027,92.96,10.88,0.6521733170041252,0.5494425005183561
270,415.0,251.435,77.393,110.57,54.976,66.529,76.16,9.85,380.0,251.387,76.859,110.68,52.035,64.73,74.88,9.76,0.5451669804713364,0.5360462699252837
271,417.0,113.191,86.67,230.95,157.244,63.704,24.64,5.6,381.0,113.073,87.117,231.25,154.36,62.177,22.4,5.34,0.5476272740202739,0.46226836056594955
272,419.0,105.662,32.962,248.79,113.913,68.786,98.08,11.17,385.0,105.313,33.419,249.13,110.956,67.179,97.44,11.14,0.49764008836732265,0.495326063883979
273,421.0,145.719,68.153,221.26,5.812,67.68,102.7,11.44,383.0,145.17,68.129,221.91,4.001,65.579,77.28,9.92,0.6773084591018163,0.5100931433576288
274,422.0,168.887,54.66,209.07,60.884,64.342,12.16,3.93,384.0,168.47,54.638,209.71,57.859,62.551,11.84,3.88,0.5245444406498928,0.34082527741113633
275,423.0,201.115,77.252,132.16,301.8,62.4,0.32,0.64,364.0,201.724,78.991,130.79,310.0,56.6,0.32,0.64,2.2199611226160236,1.8382755958193893
276,424.0,253.573,79.111,100.67,83.664,66.359,61.12,8.82,387.0,253.563,78.584,100.79,80.634,64.616,58.24,8.61,0.5401524651434335,0.5270913185331402
277,425.0,213.488,53.235,159.49,205.216,64.039,8.16,3.22,393.0,213.062,52.871,160.03,202.392,62.753,8.16,3.22,0.5736079112874745,0.4984023092990056
278,427.0,314.201,46.806,30.57,298.046,69.729,72.96,9.64,394.0,314.311,46.274,30.17,295.229,69.0,74.24,9.72,0.628165500572317,0.5379580819349553
279,428.0,210.629,70.072,129.14,301.8,62.8,0.32,0.64,355.0,211.353,69.678,129.34,299.683,57.048,4.64,2.43,0.9050149212146402,0.78571928124627
280,429.0,77.1,77.222,310.68,63.804,69.309,77.76,9.95,390.0,77.039,77.754,310.61,60.759,67.523,75.2,9.79,0.5417518663971878,0.5353226381105691
281,430.0,243.919,86.141,111.78,91.129,65.529,22.56,5.36,391.0,243.913,85.693,111.96,88.132,63.911,22.24,5.32,0.48268627398542224,0.44803997288937025
282,432.0,219.141,75.0,162.02,162.64,66.059,25.12,5.66,392.0,218.992,74.603,162.38,159.734,64.617,27.2,5.88,0.5303624455379854,0.42223693023544545
283,434.0,83.074,32.259,255.54,209.031,67.611,50.72,8.04,396.0,82.962,32.818,255.73,206.166,66.215,48.48,7.86,0.5703026411657764,0.5622363721166843
284,437.0,214.747,65.873,120.05,174.516,71.938,233.8,17.25,395.0,214.59,65.454,120.49,171.599,70.664,234.2,17.27,0.5804082798200431,0.44274586784965625
285,439.0,172.876,54.993,212.63,300.933,65.067,0.48,0.78,411.0,173.006,54.739,213.2,297.6,65.333,0.96,1.11,0.7011441586858993,0.27535222900837564
286,440.0,243.357,66.799,123.44,78.183,71.818,91.04,10.77,400.0,243.303,66.33,123.62,75.204,70.058,89.12,10.65,0.4975391155074799,0.47160972254860867
287,441.0,79.337,24.934,262.33,98.065,71.171,86.08,10.47,398.0,79.287,25.41,262.42,95.117,69.428,84.8,10.39,0.478571416132556,0.47647480633823425
288,442.0,263.692,36.155,71.69,158.96,65.52,0.8,1.01,401.0,263.546,35.998,71.78,155.933,64.0,0.96,1.11,0.1811757440524729,0.17899872311341533
289,443.0,102.33,81.889,266.34,239.5,69.262,38.24,6.98,404.0,102.103,82.436,266.62,236.585,68.072,37.12,6.87,0.6417182066381817,0.5914215113019992
290,445.0,149.319,51.744,187.23,252.803,72.51,232.5,17.2,405.0,148.333,51.629,188.38,249.963,71.514,232.2,17.19,0.9497082264390839,0.7821419903732035
291,446.0,173.079,54.482,212.98,300.16,66.16,0.8,1.01,411.0,173.006,54.739,213.2,297.6,65.333,0.96,1.11,0.31808202890367004,0.2638004402983103
292,447.0,303.07,69.688,34.99,155.448,66.59,3.36,2.07,409.0,303.099,69.454,34.54,152.677,65.138,2.08,1.63,0.498985567023597,0.2355727842111037
293,448.0,237.71,39.277,145.53,156.726,75.535,216.3,16.6,410.0,237.513,38.748,145.8,153.836,74.109,218.9,16.69,0.55577936682012,0.5433403556175213
294,449.0,55.338,85.067,296.92,71.143,71.306,63.68,9.0,366.0,56.432,87.89,292.03,100.707,63.793,111.0,11.89,5.693435631402675,3.026781374372351
295,450.0,96.106,50.589,249.29,131.215,68.162,8.32,3.25,408.0,95.857,50.999,249.58,128.408,66.604,8.48,3.29,0.47213420861765987,0.453130396720799
296,451.0,37.876,55.105,310.88,42.973,78.841,373.6,21.81,406.0,38.299,55.262,310.31,40.122,76.979,376.0,21.88,0.5031432065225674,0.3811163327793117
297,452.0,265.671,42.36,118.95,123.876,72.92,126.1,12.67,407.0,265.456,41.887,119.09,120.962,71.264,125.6,12.65,0.4948768541459899,0.49449381649877244
298,454.0,50.68,35.093,310.55,183.14,70.259,23.52,5.47,414.0,51.034,35.451,309.96,180.276,68.886,23.68,5.49,0.5104337572298664,0.4122507175010417
299,455.0,80.469,32.466,273.17,213.911,71.413,48.96,7.9,415.0,80.428,33.053,273.26,210.984,70.068,48.96,7.9,0.5900370169203578,0.5874190739654791
300,456.0,140.179,64.222,192.78,229.311,70.283,20.16,5.07,418.0,139.792,64.565,193.39,226.397,68.977,19.52,4.99,0.6598952323699814,0.48932859051359384
301,457.0,172.849,54.61,212.7,299.467,67.467,0.48,0.78,411.0,173.006,54.739,213.2,297.6,65.333,0.96,1.11,0.6181184870826846,0.18179342684962618
302,458.0,83.787,43.09,263.07,233.747,70.184,22.24,5.32,422.0,83.747,43.621,263.0,230.766,69.006,22.4,5.34,0.5408629893748813,0.5317095810083501
303,461.0,265.974,25.547,65.99,90.439,70.083,21.6,5.24,417.0,266.274,24.944,65.76,87.466,68.198,20.0,5.05,0.6178087486651128,0.6164233980075275
304,463.0,106.781,12.497,271.63,164.364,69.782,5.28,2.59,420.0,105.311,12.718,272.87,161.387,68.333,4.8,2.47,0.43546776457209235,0.389586859748586
305,464.0,255.871,70.213,118.28,202.921,71.738,37.12,6.87,421.0,255.78,69.725,118.32,200.047,70.319,37.76,6.93,0.49551117528883093,0.49543250114738013
306,465.0,285.482,50.761,56.33,266.728,74.647,106.1,11.62,425.0,285.566,50.301,56.04,263.858,73.751,108.3,11.74,0.5213310195269281,0.4645480087444781
307,467.0,91.502,34.687,255.14,188.913,74.436,79.2,10.04,396.0,82.962,32.818,255.73,206.166,66.215,48.48,7.86,8.269652314750264,5.095373046403331
308,468.0,111.811,81.705,256.03,304.615,70.029,6.56,2.89,427.0,112.045,82.337,256.33,301.809,69.218,7.04,2.99,0.7507778978912658,0.6731451325067462
309,470.0,116.342,33.231,224.86,310.624,75.513,127.8,12.76,431.0,115.94,33.709,225.28,307.564,74.826,124.3,12.58,0.5336673959178995,0.5269097546006634
310,471.0,283.929,35.48,69.94,132.376,78.463,186.6,15.41,426.0,284.066,34.987,69.68,129.485,76.923,188.6,15.5,0.520795443925283,0.49929502570013456
311,474.0,238.193,70.423,127.57,275.975,71.953,15.04,4.38,433.0,238.095,69.785,127.78,273.148,71.144,14.88,4.35,0.668386148039507,0.6446205117485444
312,476.0,259.674,87.702,104.69,56.734,73.144,27.2,5.88,428.0,259.583,87.18,104.75,53.741,71.293,26.24,5.78,0.5328014243752935,0.5298569945599825
313,477.0,244.656,71.286,108.36,108.107,74.264,37.6,6.92,432.0,244.542,70.934,108.46,105.084,72.639,39.04,7.05,0.3735215668366788,0.368154542717289
314,479.0,129.215,84.754,210.67,219.968,79.983,231.5,17.17,434.0,129.074,85.161,211.11,217.291,78.677,233.0,17.22,0.6068138206252168,0.43055350995385233
315,482.0,241.782,70.55,92.54,88.494,80.424,261.8,18.26,430.0,241.853,70.06,92.67,85.665,78.651,266.7,18.43,0.5179402910654813,0.4945385893914982
316,483.0,215.762,61.36,121.26,299.696,77.492,97.28,11.13,438.0,215.522,60.883,121.82,297.024,76.83,97.92,11.17,0.6847686753469271,0.5212423805076556
317,486.0,108.478,85.204,277.45,198.584,73.296,8.0,3.19,436.0,108.408,85.741,277.69,195.494,71.706,7.84,3.16,0.5900984860317398,0.54151494078354
318,487.0,219.985,37.688,139.64,233.656,75.661,61.28,8.83,441.0,219.422,37.28,140.23,230.918,74.453,62.4,8.91,0.5516871980116508,0.5327669097842389
319,488.0,234.297,90.603,141.67,240.433,76.832,36.48,6.82,444.0,234.272,90.037,141.95,237.671,75.655,35.84,6.76,0.6320273307148846,0.5665518294214242
320,489.0,95.449,22.515,282.88,6.347,78.965,137.0,13.21,439.0,95.176,22.881,283.16,4.553,76.822,113.6,12.03,0.3818959749251211,0.3808576670520434
321,490.0,266.042,61.346,75.09,23.981,84.767,370.4,21.72,440.0,266.067,60.8,75.06,21.141,82.858,372.5,21.78,0.5467316008592477,0.5464382559739579
322,491.0,246.06,48.492,116.59,287.193,77.979,144.3,13.56,445.0,245.903,47.899,116.83,284.485,77.299,143.8,13.53,0.6194051359719397,0.6044377185412606
323,492.0,227.282,64.733,141.48,208.268,80.051,117.3,12.22,442.0,227.173,64.243,141.81,205.517,78.671,119.5,12.34,0.5743653678002486,0.49977689404654785
324,493.0,276.662,40.175,102.24,274.976,75.799,32.8,6.46,448.0,276.832,39.701,101.84,272.163,74.973,32.96,6.48,0.5561456617321467,0.4864006869473628
325,494.0,282.066,16.83,56.28,197.429,83.939,255.0,18.02,447.0,282.235,16.363,55.99,194.743,82.623,256.5,18.07,0.4866339713841293,0.4694876802146418
326,496.0,182.66,40.251,196.65,63.442,80.886,184.5,15.33,446.0,181.918,40.038,197.53,60.603,79.044,187.8,15.46,0.6099621805783901,0.5236540543689268
327,498.0,148.454,21.73,205.81,242.933,74.267,0.48,0.78,591.0,139.737,25.463,216.74,239.086,99.829,1.12,1.19,5.884613127424583,5.100903253214616
328,500.0,118.827,23.553,261.51,116.87,79.771,65.6,9.14,451.0,118.168,23.856,262.17,113.995,78.192,66.4,9.19,0.4064445293071247,0.40248486243876264
329,503.0,290.713,43.28,70.79,244.555,78.28,23.52,5.47,457.0,291.103,42.894,70.12,241.772,77.09,24.96,5.64,0.6069006358300989,0.46900970220753646
330,505.0,238.47,58.315,119.09,104.176,76.6,5.44,2.63,455.0,238.277,57.849,119.58,101.236,74.836,5.28,2.59,0.6280953464802366,0.4939559667495024
