,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
331,506.0,267.279,52.587,109.7,14.498,78.59,26.88,5.85,454.0,267.35,52.088,109.59,11.441,76.485,27.84,5.95,0.5065549319532604,0.5021553318002442
332,507.0,73.906,43.725,291.27,140.511,85.844,230.2,17.12,458.0,73.895,44.212,291.19,137.843,84.348,232.8,17.22,0.49493097959021937,0.48705987374747206
333,509.0,285.3,49.205,70.3,168.479,85.086,229.6,17.1,461.0,285.488,48.623,69.92,165.738,83.828,228.5,17.06,0.6515876866572525,0.5990011246867382
334,510.0,308.219,16.324,24.81,101.141,79.276,22.88,5.4,460.0,309.645,15.901,23.19,98.303,77.567,23.2,5.43,0.6308824654120667,0.5792348322583742
335,511.0,216.696,76.555,123.42,110.991,77.6,7.36,3.06,464.0,216.61,76.146,123.68,107.611,76.0,5.6,2.67,0.48137671709862484,0.4174507170323817
336,513.0,262.703,62.727,78.79,75.249,84.203,128.3,12.78,463.0,262.684,62.184,78.82,72.53,82.451,126.9,12.71,0.5436752798823281,0.543261260251132
337,514.0,282.797,21.137,63.69,107.657,79.236,21.44,5.22,468.0,283.53,20.608,62.93,104.861,77.812,21.12,5.19,0.5947045289630741,0.589944392496484
338,515.0,276.16,59.564,72.58,182.581,80.899,46.56,7.7,469.0,276.078,59.011,72.56,179.882,79.564,44.64,7.54,0.5608994091420229,0.557475554859614
339,516.0,280.149,79.903,50.2,278.37,81.335,55.68,8.42,471.0,280.108,79.574,109.89,275.779,80.54,55.68,8.42,0.4588573624874013,0.33146440206620675
340,519.0,236.342,68.684,116.6,104.286,79.814,4.48,2.39,432.0,244.542,70.934,108.46,105.084,72.639,39.04,7.05,9.610728544989943,8.0168255843775
341,520.0,234.353,26.88,145.55,112.477,81.277,15.04,4.38,478.0,233.608,26.387,146.26,109.664,79.753,15.04,4.38,0.5970883283778275,0.595461815819069
342,522.0,287.512,42.017,90.72,271.73,80.449,14.24,4.26,448.0,276.832,39.701,101.84,272.163,74.973,32.96,6.48,7.952298345747791,7.352943453744806
343,524.0,328.184,33.159,56.87,228.772,88.841,248.6,17.79,482.0,328.958,32.872,55.91,226.162,87.587,245.8,17.69,0.5974310022948338,0.510114767243168
344,525.0,187.761,40.705,164.18,251.051,83.423,80.64,10.13,483.0,187.229,40.138,164.76,248.421,82.349,80.64,10.13,0.6863633226927193,0.663683097998422
345,527.0,344.241,62.383,30.47,237.417,81.934,20.32,5.09,485.0,344.46,62.171,29.91,234.775,80.902,20.16,5.07,0.540740786403585,0.2872729304592157
346,528.0,261.291,78.892,112.61,259.451,84.942,83.36,10.3,487.0,261.385,78.391,112.58,256.855,84.055,82.24,10.23,0.5095352310179475,0.5094057385759109
347,529.0,261.84,64.21,108.65,312.429,84.826,72.0,9.57,490.0,261.658,63.615,108.81,309.375,84.287,61.12,8.82,0.6222039002654014,0.6170439681130506
348,530.0,13.81,81.341,354.79,53.6,80.0,0.48,0.78,517.0,12.172,83.386,352.65,43.6,85.8,0.32,0.64,3.517850143365421,2.6110133271575515
349,531.0,259.35,56.972,109.07,50.575,86.99,78.72,10.01,454.0,267.35,52.088,109.59,11.441,76.485,27.84,5.95,9.639190434765466,8.137270983605916
350,533.0,210.256,53.377,158.43,268.491,88.455,113.9,12.04,494.0,210.007,52.784,158.9,265.962,87.499,115.2,12.11,0.7028147497104635,0.6255214807615952
351,534.0,219.966,81.453,123.45,302.454,82.94,30.08,6.19,497.0,219.783,80.997,123.96,299.914,82.305,28.32,6.0,0.6877843504674259,0.49055624320103663
352,537.0,57.596,70.509,319.44,107.518,87.502,146.7,13.67,488.0,57.764,70.906,319.23,104.85,85.971,147.5,13.71,0.45455501066292475,0.4274950080659476
353,538.0,240.492,63.507,130.47,186.242,86.155,48.64,7.87,492.0,240.409,63.106,130.74,183.612,84.956,48.32,7.84,0.469527089900134,0.40779870560461384
354,540.0,256.075,71.311,111.44,95.234,88.867,116.2,12.16,491.0,256.015,70.833,111.51,92.515,87.297,116.3,12.17,0.48400325692473695,0.4813576370588169
355,541.0,138.823,77.011,232.73,242.867,85.838,71.36,9.53,493.0,138.685,77.243,233.2,240.261,84.747,70.56,9.48,0.5146524413403504,0.2681840941936206
356,544.0,268.91,52.378,109.78,122.057,86.583,61.44,8.84,495.0,268.757,51.877,109.84,119.41,85.111,62.56,8.92,0.5164672973519756,0.5153516530893999
357,546.0,11.006,84.58,352.95,51.0,82.0,0.32,0.64,517.0,12.172,83.386,352.65,43.6,85.8,0.32,0.64,1.6738579968788632,1.664392513785583
358,547.0,115.86,34.018,237.13,150.521,88.934,107.8,11.72,499.0,115.416,34.461,237.66,147.895,87.59,107.7,11.71,0.5340472543657621,0.5085819092208871
359,548.0,59.826,62.759,328.58,256.0,82.2,0.32,0.64,504.0,58.764,63.238,329.65,253.2,82.2,0.32,0.64,1.2125652947086252,1.060560976867369
360,549.0,297.628,23.367,74.71,281.435,88.223,181.1,15.19,502.0,298.288,22.816,73.86,279.03,87.481,179.5,15.12,0.6554249421985041,0.608765895822231
361,554.0,88.275,17.127,254.67,300.5,90.052,179.5,15.12,506.0,87.99,17.734,254.88,298.054,89.358,179.4,15.11,0.6160915428298646,0.6129723621630243
362,555.0,25.697,38.486,304.43,5.888,90.574,162.2,14.37,503.0,26.259,38.675,303.8,4.534,88.551,123.2,12.52,0.44147736603324206,0.3981828288831432
363,557.0,215.252,73.927,117.82,58.361,89.71,88.8,10.63,505.0,215.167,73.567,118.15,55.657,88.022,91.04,10.77,0.4796074916224165,0.36913279552414263
364,558.0,235.167,59.382,115.27,157.615,87.745,25.12,5.66,509.0,234.979,58.739,115.71,154.963,86.375,23.2,5.43,0.7465466574382775,0.6629101461203806
365,559.0,311.051,80.897,56.93,178.443,92.193,130.9,12.91,508.0,310.963,80.547,56.51,175.814,90.871,129.8,12.85,0.5644122212912274,0.3606143109324756
366,563.0,120.758,76.396,248.24,115.575,91.798,57.28,8.54,510.0,120.563,76.848,248.66,112.993,90.225,56.96,8.52,0.6171130424392185,0.490197047877355
367,564.0,11.313,85.697,353.01,49.4,86.4,0.32,0.64,517.0,12.172,83.386,352.65,43.6,85.8,0.32,0.64,2.479767174594085,2.4641069676923233
368,567.0,270.73,62.723,105.26,81.212,89.875,22.08,5.3,515.0,270.872,62.205,105.09,78.597,88.182,21.76,5.26,0.543201115468991,0.5330836867721411
369,571.0,66.982,50.656,287.43,125.064,95.48,172.5,14.82,518.0,67.057,51.15,287.17,122.494,93.965,170.7,14.74,0.5409858525397542,0.4974171998322574
370,572.0,51.252,80.235,293.35,213.087,89.087,7.36,3.06,520.0,51.213,80.627,293.06,210.5,87.917,7.68,3.13,0.49299585341120283,0.39388191400905925
371,575.0,276.332,80.809,82.75,211.029,89.443,8.96,3.38,522.0,276.253,80.261,82.58,208.566,88.46,8.48,3.29,0.5829766200678722,0.5535125829974429
372,576.0,287.268,66.45,64.72,207.531,93.692,64.96,9.09,525.0,287.398,66.035,64.42,204.96,92.352,63.68,9.0,0.49769553401444355,0.4317198248814104
373,577.0,112.534,56.362,257.52,248.352,95.745,197.0,15.84,527.0,112.094,56.825,258.07,245.845,94.642,196.5,15.82,0.6663227618632935,0.590999573156341
374,580.0,148.543,57.448,226.74,66.217,93.475,50.56,8.02,526.0,148.055,57.542,227.34,63.566,91.797,50.4,8.01,0.5406408541899367,0.4221501937445476
375,582.0,111.161,15.4,243.07,160.75,94.105,64.32,9.05,528.0,110.281,15.832,243.94,158.21,92.708,64.96,9.09,0.4931862707377608,0.49267386559615356
376,583.0,64.036,47.823,276.93,238.633,90.916,8.8,3.35,533.0,64.297,48.324,276.64,236.059,89.941,8.64,3.32,0.5496108012800156,0.5373153983034538
377,584.0,47.966,45.959,342.25,261.087,94.563,108.6,11.76,530.0,48.471,46.393,281.78,258.63,93.593,107.2,11.68,0.5792869256877258,0.5666556588969961
378,585.0,145.647,61.544,241.78,312.997,94.043,76.32,9.86,535.0,145.226,61.694,242.3,309.87,93.148,62.08,8.89,0.5118790579385476,0.3996182060846826
379,586.0,254.263,20.526,83.19,73.514,95.328,87.36,10.55,532.0,254.111,19.977,83.36,70.886,93.541,86.4,10.49,0.5521948520858558,0.5515149079976007
380,587.0,302.226,54.409,55.28,189.75,100.419,330.2,20.51,537.0,302.346,53.882,54.89,187.153,99.044,324.5,20.33,0.6240219319435293,0.5358997103117773
381,589.0,263.1,26.693,108.16,42.044,98.012,153.8,13.99,531.0,263.059,26.13,108.15,39.376,96.199,152.0,13.91,0.5652295100844158,0.5632952760283865
382,590.0,13.039,83.702,352.79,52.2,90.4,0.32,0.64,517.0,12.172,83.386,352.65,43.6,85.8,0.32,0.64,0.9478600563387776,0.9176270590313048
383,591.0,302.538,27.433,49.09,12.06,94.833,23.36,5.45,539.0,303.155,26.916,48.28,9.341,92.797,22.72,5.38,0.644093262364207,0.5887992837516184
384,592.0,222.028,28.376,123.38,216.011,98.726,162.6,14.39,541.0,221.247,27.929,124.22,213.478,97.464,160.5,14.29,0.5987517898445126,0.5792973101235843
385,593.0,251.442,77.703,111.72,291.908,102.585,317.0,20.09,547.0,251.4,77.097,111.81,289.478,101.644,310.4,19.88,0.6127403504815955,0.6073845894053543
386,594.0,109.01,62.07,268.7,31.116,97.179,114.4,12.07,540.0,108.811,62.527,269.05,28.405,95.263,112.6,11.98,0.553347220614505,0.4897876368768085
387,595.0,283.928,38.068,98.9,83.457,96.327,89.28,10.66,544.0,284.207,37.596,98.51,80.832,94.73,87.52,10.56,0.5299472496960442,0.5020622018463997
388,599.0,322.296,45.864,29.9,102.371,98.149,189.9,15.55,542.0,322.714,45.592,29.17,99.783,96.573,187.2,15.44,0.5963134051863025,0.4044316532058994
389,602.0,293.296,63.445,71.38,234.09,102.694,264.6,18.36,549.0,293.295,62.97,71.07,231.531,101.438,261.3,18.24,0.5674547753044586,0.4750008387427709
390,603.0,285.313,39.788,47.43,55.519,100.345,216.0,16.58,550.0,285.391,39.34,47.14,52.893,98.569,211.0,16.39,0.5059756074467054,0.4507462295402352
391,606.0,284.097,10.706,64.88,202.9,97.735,40.32,7.16,554.0,284.928,10.186,64.02,200.284,96.491,41.44,7.26,0.5430609201749933,0.541374568583134
392,607.0,252.681,85.352,107.17,278.348,97.422,89.28,10.66,547.0,251.4,77.097,111.81,289.478,101.644,310.4,19.88,9.458298974837126,8.351336306317885
393,613.0,111.168,34.331,268.83,150.096,97.045,51.68,8.11,559.0,110.711,34.78,269.34,147.577,95.604,50.88,8.05,0.5353913729718494,0.518448919511811
394,614.0,43.484,50.968,286.75,154.076,103.294,72.0,9.57,555.0,46.976,46.018,290.67,136.002,95.11,43.52,7.44,8.37806858966007,5.596955543869065
395,615.0,46.496,45.593,291.22,138.446,96.604,44.48,7.53,555.0,46.976,46.018,290.67,136.002,95.11,43.52,7.44,0.5877533214265387,0.5468649386815494
396,616.0,246.5,69.115,111.77,169.558,99.31,95.84,11.05,561.0,246.418,68.569,111.99,167.019,97.936,92.16,10.83,0.5832810416226982,0.5513292514601491
397,618.0,278.813,36.691,99.98,307.526,101.219,122.9,12.51,567.0,278.867,36.121,99.71,305.109,100.513,121.1,12.42,0.6142038628188867,0.5709002488373135
398,619.0,124.834,85.563,258.01,19.451,99.325,75.84,9.83,564.0,124.594,85.98,258.37,16.773,97.431,74.72,9.75,0.5902090096296333,0.48080722347382415
399,620.0,254.5,68.192,101.31,90.481,99.389,30.88,6.27,565.0,254.474,67.706,101.38,87.792,97.814,29.28,6.11,0.49031152427327135,0.486597074878581
400,621.0,80.167,88.557,285.05,158.364,99.605,28.16,5.99,566.0,80.232,89.016,284.94,155.784,98.091,27.52,5.92,0.4761334533189204,0.4635774826717307
401,622.0,254.366,87.45,127.55,63.4,96.8,0.96,1.11,570.0,253.84,87.264,127.99,61.2,95.486,1.12,1.19,0.6953600339830035,0.5573898396909346
402,623.0,300.746,42.377,54.35,143.791,105.621,189.3,15.52,571.0,300.984,41.947,53.87,141.214,103.989,184.8,15.34,0.5500739230133327,0.4587159174629206
403,624.0,276.873,10.389,103.53,270.094,98.296,12.96,4.06,574.0,278.059,9.612,102.21,267.656,97.418,12.64,4.01,0.8180363783175341,0.8037925226552772
404,625.0,227.002,70.61,144.55,12.026,105.617,179.0,15.1,569.0,227.003,70.172,144.85,9.295,103.48,176.5,14.99,0.5310799581188804,0.43800101297383826
405,626.0,235.548,63.466,100.64,113.949,102.567,74.56,9.74,572.0,235.443,62.983,100.97,111.298,100.886,71.36,9.53,0.5674449862462352,0.49201262451135697
406,627.0,304.205,73.329,40.08,2.321,100.614,29.28,6.11,575.0,304.122,72.928,39.57,1.033,98.598,12.64,4.01,0.6725767394872632,0.40879053059647763
407,629.0,192.619,21.965,164.93,69.209,102.025,50.24,8.0,576.0,191.397,21.813,166.2,66.564,100.299,49.6,7.95,0.49916153031824356,0.480251966397316
408,631.0,302.769,57.843,61.0,130.673,107.982,225.6,16.95,578.0,302.869,57.292,60.6,128.2,106.264,217.4,16.64,0.6562736048966118,0.5574268029951766
409,632.0,268.098,67.118,74.1,263.63,101.579,54.56,8.33,580.0,268.189,66.465,73.93,261.237,100.51,53.6,8.26,0.6718606589170822,0.6583341569721922
410,635.0,251.038,69.076,118.36,81.098,105.547,139.8,13.34,581.0,251.007,68.533,118.45,78.447,103.719,134.7,13.1,0.5494474205563964,0.5437686728792736
411,636.0,255.303,33.775,130.44,161.304,105.758,55.52,8.41,582.0,255.061,33.193,130.73,158.808,104.154,53.92,8.29,0.6035895864520364,0.5971166856043842
412,637.0,294.815,72.475,78.38,270.534,106.447,92.0,10.82,586.0,294.876,71.851,78.0,268.139,105.332,88.64,10.62,0.7233912614757135,0.6266959631276402
413,638.0,131.575,19.675,223.94,210.235,109.844,169.6,14.69,585.0,130.338,19.996,225.23,207.704,108.349,167.0,14.58,0.54330225054728,0.5283989040181368
414,641.0,348.961,28.501,21.17,172.978,112.212,349.8,21.1,590.0,349.884,28.428,20.11,170.459,110.607,342.1,20.87,0.5105288920853042,0.44592663672036265
415,642.0,280.321,15.324,62.93,201.056,106.359,49.44,7.93,554.0,284.928,10.186,64.02,200.284,96.491,41.44,7.26,7.654753034678583,5.233718370611109
416,644.0,297.209,67.065,67.99,279.532,103.559,28.16,5.99,549.0,293.295,62.97,71.07,231.531,101.438,261.3,18.24,5.601456116377562,5.417207925515826
417,645.0,230.107,86.455,138.45,27.837,110.299,285.4,19.06,587.0,230.029,85.978,138.75,25.208,108.143,278.7,18.84,0.5661486127087652,0.48330784541876715
418,646.0,232.157,67.7,127.68,93.415,112.859,329.9,20.5,588.0,232.196,67.178,127.93,90.801,110.983,324.2,20.32,0.5865032685850257,0.5232409529270063
419,647.0,248.692,73.665,108.83,249.09,107.597,136.2,13.17,547.0,251.4,77.097,111.81,289.478,101.644,310.4,19.88,5.662154950993484,4.317661307421074
420,648.0,316.365,20.635,65.19,261.351,106.546,52.64,8.19,604.0,317.615,20.237,63.75,258.99,105.515,53.92,8.29,0.6488809798324289,0.5906518628548748
421,649.0,277.926,74.439,111.36,315.621,103.774,6.24,2.82,615.0,277.781,73.903,111.64,312.514,103.057,2.24,1.69,0.6037975289491264,0.5538560478844496
422,650.0,98.082,74.459,273.25,223.196,106.88,35.36,6.71,605.0,98.015,74.957,273.39,220.696,105.52,34.4,6.62,0.5168608118991987,0.502175987316817
423,651.0,301.06,61.718,65.27,61.185,109.931,99.04,11.23,612.0,301.09,61.262,65.0,58.604,108.009,95.2,11.01,0.5234530849679604,0.4567613697472375
424,652.0,284.757,46.332,74.38,119.024,108.595,74.24,9.72,607.0,284.904,45.722,74.16,116.476,106.893,73.28,9.66,0.6302376851157094,0.6191052772918815
425,654.0,321.828,70.106,61.84,3.159,109.646,71.84,9.56,610.0,321.775,69.788,61.42,1.83,107.89,41.76,7.29,0.5436892285373252,0.3218737771823118
426,657.0,328.959,17.115,35.8,48.92,112.119,144.3,13.56,611.0,330.555,16.901,34.06,46.345,110.021,140.8,13.39,0.5562547521146639,0.5135297222617534
427,658.0,156.475,11.252,232.58,106.345,106.652,31.52,6.34,617.0,153.918,11.424,235.16,103.68,104.965,29.44,6.12,0.536232753602188,0.5312567926693454
428,660.0,22.551,12.87,340.39,311.5,110.438,97.12,11.12,623.0,24.505,13.115,338.18,308.702,109.659,85.28,10.42,0.58874502950546,0.5029705540015181
429,661.0,143.31,19.814,209.55,0.2,104.8,0.32,0.64,696.0,125.198,17.873,224.13,24.2,118.0,0.32,0.64,6.65503386291934,6.135712399655988
430,662.0,172.66,75.505,201.12,70.881,108.869,59.04,8.67,621.0,172.451,75.38,201.65,68.33,106.875,56.48,8.48,0.5334052515457891,0.23779469804577757
431,664.0,61.176,61.787,306.58,280.226,112.308,161.6,14.34,627.0,61.254,62.363,306.34,277.863,111.084,157.9,14.18,0.6147565817824269,0.5801082549851175
432,665.0,312.301,37.287,65.05,217.946,107.864,20.16,5.07,626.0,312.742,36.993,64.42,215.453,106.496,20.0,5.05,0.4846267873909942,0.39664758980000375
433,666.0,346.515,32.346,38.06,303.107,108.442,26.08,5.76,628.0,346.902,32.074,37.41,300.687,107.469,24.96,5.64,0.4696574116343004,0.34137186536593594
434,669.0,57.656,57.686,278.99,38.957,116.105,153.4,13.98,625.0,57.743,58.193,278.7,36.333,113.926,150.2,13.83,0.5673908758966734,0.5123331445187213
435,672.0,348.646,44.603,29.57,259.467,112.777,99.68,11.27,639.0,348.921,44.284,28.95,256.976,111.504,96.8,11.1,0.5642075505549173,0.3726105046058923
436,674.0,336.247,19.773,1.83,109.253,115.16,166.1,14.54,636.0,337.541,19.532,0.37,106.699,113.224,161.9,14.36,0.552916062870748,0.49745184506914175
437,675.0,203.335,54.006,158.97,154.643,113.13,93.44,10.91,637.0,202.925,53.619,159.54,152.097,111.403,92.32,10.84,0.6056392506792936,0.509182576673724
438,676.0,38.19,85.736,296.94,192.994,118.623,311.4,19.91,638.0,38.225,86.041,296.53,190.533,116.86,304.8,19.7,0.5101880733550315,0.30699136779455843
439,679.0,246.466,36.482,97.01,221.956,114.889,99.36,11.25,644.0,246.271,35.912,97.25,219.502,113.322,96.48,11.08,0.5873580686854349,0.581516177136998
440,682.0,345.59,19.135,18.88,232.594,113.095,61.76,8.87,647.0,346.816,19.051,17.47,230.187,111.69,60.16,8.75,0.4807223765397717,0.4097229655595466
441,683.0,159.848,45.617,187.75,300.769,111.561,8.16,3.22,651.0,159.011,45.587,188.85,298.418,110.583,7.36,3.06,0.78939458201529,0.598783440946686
442,684.0,137.652,33.441,211.97,76.046,117.767,183.0,15.27,645.0,136.922,33.685,212.78,73.438,115.626,180.6,15.17,0.5129285256179247,0.4716056213153813
443,686.0,49.609,27.561,286.21,8.19,114.213,27.68,5.94,648.0,50.403,27.958,285.3,5.624,111.888,26.88,5.85,0.5808333469746465,0.5425527885425457
444,687.0,56.194,28.142,289.79,241.441,113.977,28.16,5.99,655.0,56.556,28.501,289.48,238.972,112.675,26.08,5.76,0.3980571142503143,0.3979626797161994
445,688.0,73.847,75.107,289.78,304.821,115.718,55.68,8.42,656.0,73.796,75.769,289.64,302.381,114.54,52.48,8.17,0.6812012598264732,0.6638377385625055
446,689.0,308.902,25.479,68.6,66.087,115.481,33.92,6.57,652.0,309.505,24.962,67.88,63.474,113.365,32.96,6.48,0.6031097630832365,0.5773215887718676
447,690.0,33.726,29.447,340.58,205.516,118.606,97.12,11.12,654.0,34.428,29.775,339.73,202.999,116.968,94.4,10.96,0.5341713190420204,0.4773828367770841
448,692.0,101.065,55.45,277.15,294.535,119.254,184.2,15.31,658.0,100.872,55.923,277.38,292.17,117.957,180.5,15.16,0.5136440304040459,0.499139881980554
449,693.0,46.964,71.741,309.43,315.591,116.096,14.72,4.33,670.0,47.345,71.889,308.97,312.32,115.109,5.6,2.67,0.5189138759117284,0.3910581728118623
450,694.0,350.405,23.559,346.96,139.777,116.488,66.72,9.22,636.0,337.541,19.532,0.37,106.699,113.224,161.9,14.36,6.349257258854034,6.1861154919611865
451,695.0,351.21,31.516,352.63,121.45,120.904,204.8,16.15,659.0,352.122,31.466,351.51,118.876,118.92,200.2,15.96,0.588750712116014,0.4790094449211211
452,697.0,75.707,35.377,270.84,248.381,117.717,75.04,9.77,665.0,75.688,35.92,270.94,245.924,116.236,72.16,9.59,0.5496562576365241,0.5431128926217275
453,698.0,356.945,11.399,16.78,270.256,121.559,236.5,17.35,666.0,359.876,11.451,13.77,267.9,120.041,231.0,17.15,0.5987459376987442,0.5828492382186037
454,702.0,40.632,56.51,314.14,1.404,119.304,32.64,6.45,673.0,40.913,56.85,313.6,0.424,115.479,5.28,2.59,0.5652019854772724,0.4132001850093522
455,703.0,337.647,38.332,16.32,16.661,121.11,154.9,14.04,663.0,338.202,38.035,15.43,14.063,118.706,149.4,13.79,0.641719856243207,0.4537822748849894
456,704.0,128.789,39.329,240.25,147.547,116.747,19.2,4.94,668.0,128.196,39.691,240.84,145.014,115.003,18.56,4.86,0.5393789221078753,0.5228542186100772
457,706.0,142.907,57.614,231.57,59.8,120.089,94.24,10.95,669.0,142.365,57.857,232.2,57.238,118.053,91.2,10.78,0.6206024459022773,0.5187456830171254
458,708.0,328.832,41.57,54.65,237.182,121.115,113.8,12.04,675.0,329.363,41.263,53.85,234.772,119.53,111.4,11.91,0.6156886310740639,0.4665175126689148
459,709.0,200.373,53.838,133.52,156.321,122.903,185.4,15.37,677.0,200.08,53.419,134.05,153.814,121.022,182.4,15.24,0.5984378747827491,0.4808520694851836
460,710.0,121.242,87.171,253.76,227.983,119.914,41.76,7.29,678.0,121.26,87.583,254.12,225.436,118.344,40.96,7.22,0.5479603469058986,0.4123921920093043
461,711.0,16.343,14.0,346.06,256.741,120.435,67.84,9.29,680.0,18.562,14.102,343.82,254.331,118.963,67.52,9.27,0.5551958360837037,0.548277257282668
462,712.0,84.226,80.875,301.07,5.008,122.076,53.6,8.26,671.0,84.27,81.515,301.07,2.653,119.325,49.76,7.96,0.6415107012895807,0.6414753435574907
463,713.0,13.905,35.677,323.8,312.049,120.595,49.44,7.93,685.0,14.541,35.62,322.99,309.608,119.395,46.24,7.67,0.47602165105511357,0.3750234983504784
464,714.0,198.82,34.871,165.53,9.34,121.224,23.84,5.51,679.0,198.132,34.398,166.54,6.741,118.713,22.88,5.4,0.7574105277498049,0.6136905220034581
465,715.0,345.496,33.025,41.03,132.988,118.735,10.88,3.72,684.0,346.511,32.836,39.85,130.5,116.719,10.24,3.61,0.6691783105619531,0.58324051779785
466,717.0,206.439,22.488,180.65,145.002,122.92,43.36,7.43,686.0,205.361,22.283,181.83,142.414,120.969,42.08,7.32,0.49409990669904763,0.4588701510682247
467,718.0,356.094,40.239,11.06,215.79,118.947,3.04,1.97,688.0,356.942,39.967,10.02,213.322,117.183,3.68,2.16,0.7249384004634558,0.6102194848941983
468,719.0,260.196,65.912,84.48,183.172,124.152,51.84,8.12,692.0,260.156,65.472,84.58,180.716,122.312,50.24,8.0,0.44934040735129965,0.44150749864376476
469,720.0,54.561,45.167,324.81,284.094,121.493,24.48,5.58,701.0,54.819,45.679,324.5,281.726,120.183,24.48,5.58,0.5590490040827804,0.5439820765040928
470,721.0,8.016,24.536,352.94,46.516,123.321,52.96,8.21,687.0,9.048,24.7,351.65,43.995,120.879,52.8,8.2,0.5791909305902923,0.46010974600707877
471,722.0,328.772,41.825,40.73,105.447,124.32,94.72,10.98,691.0,329.225,41.484,40.01,102.937,122.211,94.24,10.95,0.593712456869901,0.45489451398996367
472,723.0,322.457,37.41,47.8,212.162,122.88,39.84,7.12,693.0,323.097,37.125,47.03,209.652,121.215,39.52,7.09,0.5471403303684086,0.4810532638533504
473,724.0,320.183,23.881,23.2,305.652,122.363,37.92,6.95,702.0,321.476,23.583,21.68,303.248,121.016,37.6,6.92,0.6875272982292475,0.5996492733359374
474,725.0,356.24,15.152,24.17,54.344,123.985,54.4,8.32,690.0,358.27,15.174,22.04,51.749,121.686,52.96,8.21,0.5581391185739191,0.5314084456886944
475,726.0,359.128,23.051,11.66,132.633,126.098,105.3,11.58,698.0,0.294,23.045,10.31,130.003,124.017,103.8,11.5,0.5340229567839149,0.45652426532117435
476,727.0,279.6,75.775,102.5,219.797,123.4,64.8,9.08,700.0,279.672,75.289,102.33,217.358,121.661,63.2,8.97,0.5139685874769633,0.4909749296339898
477,728.0,344.946,22.579,30.7,67.912,124.339,44.96,7.57,690.0,358.27,15.174,22.04,51.749,121.686,52.96,8.21,9.405347859628439,8.523687639951834
478,729.0,133.581,45.639,199.56,140.027,124.342,44.48,7.53,699.0,133.037,45.957,200.14,137.506,122.335,44.16,7.5,0.5417579306345391,0.5032008837390664
479,730.0,208.431,47.013,150.15,168.513,122.61,36.32,6.8,637.0,202.925,53.619,159.54,152.097,111.403,92.32,10.84,9.792412940376995,7.8439310735480205
480,731.0,229.661,20.646,110.44,28.25,123.737,58.88,8.66,695.0,228.587,20.189,111.47,25.664,121.251,58.4,8.62,0.5914046532288072,0.5909390881975406
481,733.0,303.409,46.985,56.47,245.1,123.655,28.16,5.99,705.0,303.831,46.595,55.77,242.66,122.036,28.8,6.06,0.6447277502771128,0.4966894806513383
482,734.0,106.349,70.416,264.56,315.882,122.718,5.44,2.63,717.0,105.818,70.643,264.65,312.72,122.32,0.8,1.01,0.5565345286820511,0.5496931679558429
483,736.0,318.241,30.502,48.22,177.379,123.416,24.32,5.56,693.0,323.097,37.125,47.03,209.652,121.215,39.52,7.09,7.69578524183539,7.1485034889344465
484,738.0,304.017,43.778,32.74,93.926,124.701,50.88,8.05,707.0,304.451,43.279,32.12,91.424,122.567,50.88,8.05,0.6569384429538434,0.5816708719955358
485,739.0,67.956,50.4,303.45,230.452,124.803,23.2,5.43,712.0,68.088,50.927,303.38,228.048,122.99,22.88,5.4,0.5369718929008656,0.5367978064957174
486,740.0,67.066,64.78,312.45,33.5,123.25,1.28,1.28,714.0,67.429,65.349,312.15,31.2,120.9,0.64,0.9,0.673575212568874,0.6573486391775142
487,741.0,54.389,81.219,280.43,80.667,125.818,70.88,9.5,710.0,54.497,81.702,280.23,78.097,123.556,68.32,9.33,0.5277668455493518,0.49466730316005364
488,742.0,118.98,75.198,230.81,251.528,125.996,48.64,7.87,715.0,118.776,75.561,231.21,249.005,124.344,46.56,7.7,0.5405459051786368,0.41319890391128455
489,743.0,246.953,78.582,132.4,38.532,124.859,33.44,6.53,711.0,246.811,78.115,132.5,35.899,122.54,34.24,6.6,0.49246034944047373,0.4872683515861534
490,746.0,2.884,80.617,352.41,172.495,132.809,222.4,16.83,716.0,2.93,80.703,351.83,170.26,130.804,206.9,16.23,0.5807339990016219,0.09724333600652212
491,747.0,342.551,47.182,47.36,202.587,126.167,22.24,5.32,718.0,342.84,47.026,46.68,200.021,124.394,21.76,5.26,0.5502050752180638,0.2629840973704264
492,748.0,124.935,50.811,209.5,283.702,124.805,13.76,4.19,719.0,124.41,51.167,210.21,281.359,123.325,13.28,4.11,0.6612004497029202,0.5414309901862485
493,750.0,243.697,40.192,90.87,225.581,126.844,23.04,5.42,722.0,243.423,39.649,91.21,223.152,125.082,22.72,5.38,0.5853439219437032,0.5707580697629403
494,751.0,312.886,61.985,59.62,288.2,125.067,4.8,2.47,723.0,313.317,61.665,59.12,285.429,123.671,4.48,2.39,0.5784937888212432,0.49673577029666044
495,752.0,153.718,40.687,207.46,301.88,124.82,3.2,2.02,725.0,153.075,41.063,208.13,299.573,123.44,2.4,1.75,0.5934763372561312,0.564298517181331
496,754.0,197.639,27.373,143.35,311.689,131.708,138.2,13.27,733.0,196.669,27.108,144.37,308.723,130.308,120.8,12.4,0.5405343384958454,0.5170572993200888
